wv_nm,T_227
350.44,0.00233497262985
350.45,0.00233631709185
350.46,0.002335278039
350.47,0.00233212803555
350.48,0.00232763361045
350.49,0.002322817959
350.5,0.0023186931399
350.51,0.0023160117479
350.52,0.0023151301811
350.53,0.0023159849824
350.54,0.0023181834925
350.55,0.0023211662452
350.56,0.0023243855296
350.57,0.00232744049535
350.58,0.00233014157815
350.59,0.0023324655902
350.6,0.00233447834235
350.61,0.00233618966655
350.62,0.0023374634488
350.63,0.00233799320395
350.64,0.0023373484244
350.65,0.00233511624895
350.66,0.0023310677855
350.67,0.00232531663275
350.68,0.0023184060093
350.69,0.00231128892835
350.7,0.0023051737648
350.71,0.00230131206805
350.72,0.00230070229885
350.73,0.002303865833
350.74,0.00231068311345
350.75,0.00232038274235
350.76,0.00233169045325
350.77,0.0023430775864
350.78,0.00235310774905
350.79,0.00236074479355
350.8,0.0023655866994
350.81,0.0023679615928
350.82,0.00236884169355
350.83,0.0023696432463
350.84,0.00237190901985
350.85,0.002377000477
350.86,0.0023858541816
350.87,0.00239885423875
350.88,0.0024158762225
350.89,0.0024364527857
350.9,0.0024600214897
350.91,0.00248617876725
350.92,0.0025148585385
350.93,0.0025463891583
350.94,0.00258139572885
350.95,0.0026205757537
350.96,0.002664470824
350.97,0.00271325509035
350.98,0.00276655119955
350.99,0.0028236059785
351,0.002883460227
351.01,0.0029453034615
351.02,0.003008893582
351.03,0.003074865832
351.04,0.0031449057655
351.05,0.0032216253725
351.06,0.003308351914
351.07,0.003408658248
351.08,0.0035258979975
351.09,0.003662806758
351.1,0.0038212452025
351.11,0.004002137077
351.12,0.004205586619
351.13,0.0044311623525
351.14,0.004678047997
351.15,0.004945204002
351.16,0.0052313227585
351.17,0.0055345742595
351.18,0.00585231827
351.19,0.006180789597
351.2,0.006515017255
351.21,0.0068488921195
351.22,0.0071755834735
351.23,0.0074882523955
351.24,0.0077809004545
351.25,0.008048970656
351.26,0.0082899442185
351.27,0.0085034987455
351.28,0.008691124228
351.29,0.008855694931
351.3,0.009000506508
351.31,0.009128568262
351.32,0.0092419427505
351.33,0.0093415378485
351.34,0.009427084825
351.35,0.0094976259055
351.36,0.0095520459505
351.37,0.0095896212155
351.38,0.0096104254065
351.39,0.00961545611
351.4,0.0096064627675
351.41,0.009585671892
351.42,0.0095552179985
351.43,0.009516993502
351.44,0.009472289199
351.45,0.0094219319955
351.46,0.0093664724
351.47,0.0093065057095
351.48,0.009242922314
351.49,0.009176979385
351.5,0.0091102234035
351.51,0.0090442129555
351.52,0.008980176295
351.53,0.008918554044
351.54,0.008858878546
351.55,0.0087997780355
351.56,0.008739178119
351.57,0.0086748138165
351.58,0.0086047008495
351.59,0.008527585678
351.6,0.008443258482
351.61,0.0083525612315
351.62,0.00825712178
351.63,0.0081592094115
351.64,0.0080610800945
351.65,0.0079647269845
351.66,0.007871613038
351.67,0.007782544717
351.68,0.007697653428
351.69,0.007616544817
351.7,0.0075383617155
351.71,0.0074619390845
351.72,0.007385844768
351.73,0.0073084234745
351.74,0.007227969475
351.75,0.007142954715
351.76,0.0070522520845
351.77,0.0069555299065
351.78,0.006853543802
351.79,0.0067482826225
351.8,0.006642794138
351.81,0.0065408728625
351.82,0.0064463403445
351.83,0.0063622568625
351.84,0.006290199967
351.85,0.006229723925
351.86,0.00617823329
351.87,0.006131336637
351.88,0.0060836250485
351.89,0.0060297432725
351.9,0.005965518043
351.91,0.0058888483355
351.92,0.005800232876
351.93,0.005702656085
351.94,0.005601014973
351.95,0.0055011278755
351.96,0.0054085531395
351.97,0.0053274461425
351.98,0.005259830437
351.99,0.005205348253
352,0.0051614903585
352.01,0.005124165129
352.02,0.0050887680915
352.03,0.0050509743985
352.04,0.005007646972
352.05,0.0049570982405
352.06,0.0048993199995
352.07,0.0048355815255
352.08,0.0047680194855
352.09,0.0046990648325
352.1,0.0046309626405
352.11,0.004565437065
352.12,0.004503581322
352.13,0.004445885395
352.14,0.0043923811605
352.15,0.004342802981
352.16,0.004296671633
352.17,0.004253404328
352.18,0.004212361115
352.19,0.0041727633735
352.2,0.004133871488
352.21,0.0040949930525
352.22,0.0040556631005
352.23,0.004015880556
352.24,0.0039760732635
352.25,0.0039372675925
352.26,0.0039009286515
352.27,0.003868641523
352.28,0.0038418242405
352.29,0.0038213592585
352.3,0.003807322704
352.31,0.0037989069045
352.32,0.0037944619485
352.33,0.0037918983785
352.34,0.003788975021
352.35,0.003783868863
352.36,0.0037754783495
352.37,0.0037636614485
352.38,0.003749181851
352.39,0.0037334799175
352.4,0.0037183147735
352.41,0.003705298805
352.42,0.003695533298
352.43,0.0036893719875
352.44,0.0036863070015
352.45,0.0036852232005
352.46,0.003684516403
352.47,0.0036825213645
352.48,0.0036778345775
352.49,0.0036694267135
352.5,0.003656887144
352.51,0.0036402420965
352.52,0.0036199301755
352.53,0.003596547216
352.54,0.003570753344
352.55,0.003543145874
352.56,0.003514093067
352.57,0.003483878449
352.58,0.003452670683
352.59,0.003420600234
352.6,0.0033878326715
352.61,0.003354500209
352.62,0.0033207741995
352.63,0.0032868952635
352.64,0.0032530004565
352.65,0.003219230869
352.66,0.00318571858
352.67,0.0031525997035
352.68,0.003120029049
352.69,0.0030882029865
352.7,0.003057377335
352.71,0.0030277581485
352.72,0.0029995131485
352.73,0.00297260871
352.74,0.0029468604335
352.75,0.002921845182
352.76,0.002896927981
352.77,0.00287135173
352.78,0.0028443195165
352.79,0.002815137186
352.8,0.0027832597445
352.81,0.0027484877285
352.82,0.0027109343332
352.83,0.00267103535205
352.84,0.0026295798024
352.85,0.0025872665059
352.86,0.0025458102434
352.87,0.00250336800175
352.88,0.00247114613265
352.89,0.00251843364265
352.9,0.00248218586575
352.91,0.0024535205936
352.92,0.0024258470303
352.93,0.00240206973025
352.94,0.00238196458955
352.95,0.0023653621382
352.96,0.00235124282585
352.97,0.0023381169305
352.98,0.0023242147415
352.99,0.00230783324675
353,0.00228767271895
353.01,0.00226309241355
353.02,0.0022342664677
353.03,0.00220216270305
353.04,0.00216838819285
353.05,0.00213490845285
353.06,0.00210368142645
353.07,0.0020763330438
353.08,0.00205385929085
353.09,0.00203648057275
353.1,0.00202362866735
353.11,0.00201409608745
353.12,0.00200628860455
353.13,0.00199856133745
353.14,0.00198954580245
353.15,0.0019784015494
353.16,0.001964956499
353.17,0.00194968893325
353.18,0.0019335782139
353.19,0.0019178308194
353.2,0.0019035872156
353.21,0.0018916464939
353.22,0.0018823017298
353.23,0.00187529267925
353.24,0.00186993336535
353.25,0.00186531673355
353.26,0.00186057924005
353.27,0.00185512410835
353.28,0.00184875122935
353.29,0.0018416306783
353.3,0.0018341634535
353.31,0.00182673320275
353.32,0.0018194749775
353.33,0.0018121047272
353.34,0.00180388977655
353.35,0.0017937945966
353.36,0.00178076137175
353.37,0.0017640359067
353.38,0.00174348961945
353.39,0.0017197621651
353.4,0.0016942378849
353.41,0.00166879092875
353.42,0.00164538459315
353.43,0.00162561691295
353.44,0.0016103344177
353.45,0.00159944687135
353.46,0.00159195621665
353.47,0.00158625629495
353.48,0.00158057958795
353.49,0.00157348864035
353.5,0.0015642759149
353.51,0.0015531422739
353.52,0.00154110948695
353.53,0.00152970165425
353.54,0.0015204528021
353.55,0.00151440843935
353.56,0.0015117506521
353.57,0.00151164898355
353.58,0.0015124036227
353.59,0.0015118167454
353.6,0.00150772015785
353.61,0.0014985064371
353.62,0.0014835091491
353.63,0.00146318115535
353.64,0.00143897922535
353.65,0.00141302172065
353.66,0.0013876100304
353.67,0.00136472702085
353.68,0.0013456594266
353.69,0.001330787654
353.7,0.00131961881435
353.71,0.0013109941767
353.72,0.0013034375094
353.73,0.0012955068514
353.74,0.0012861018313
353.75,0.0012746329356
353.76,0.0012610616973
353.77,0.0012457996595
353.78,0.0012295447158
353.79,0.0012130797907
353.8,0.0011971266381
353.81,0.00118223830855
353.82,0.00116877241065
353.83,0.0011569219519
353.84,0.0011467673633
353.85,0.0011383321958
353.86,0.00113162746495
353.87,0.0011266476428
353.88,0.001123357181
353.89,0.00112164630065
353.9,0.0011213069975
353.91,0.00112198819965
353.92,0.0011232183501
353.93,0.0011244044518
353.94,0.00112489275405
353.95,0.0011240316447
353.96,0.001121254677
353.97,0.0011161517739
353.98,0.00110855361335
353.99,0.0010985631013
354,0.00108657238595
354.01,0.00107321529855
354.02,0.00105927951145
354.03,0.001045577445
354.04,0.0010328126149
354.05,0.00102144412345
354.06,0.00101162519305
354.07,0.0010031958494
354.08,0.0009957588602
354.09,0.0009888237443
354.1,0.00098197695455
354.11,0.00097503035235
354.12,0.00096809832995
354.13,0.0009615881668
354.14,0.0009560888653
354.15,0.00095216973705
354.16,0.00095018266095
354.17,0.00095008221635
354.18,0.0009513682919
354.19,0.00095313030915
354.2,0.00095425142045
354.21,0.0009536774417
354.22,0.0009506989123
354.23,0.0009451802159
354.24,0.00093764860595
354.25,0.0009291989528
354.26,0.00092127828815
354.27,0.00091532938005
354.28,0.000912447193
354.29,0.0009131010782
354.3,0.00091701670945
354.31,0.0009232336626
354.32,0.0009303538774
354.33,0.0009368930253
354.34,0.0009416570691
354.35,0.0009440410278
354.36,0.00094417094135
354.37,0.00094286513465
354.38,0.0009414005238
354.39,0.0009411786257
354.4,0.00094335495675
354.41,0.0009485270601
354.42,0.0009565876451
354.43,0.00096672295985
354.44,0.00097762144105
354.45,0.00098776473165
354.46,0.00099577764985
354.47,0.00100072573
354.48,0.0010023080687
354.49,0.001000874218
354.5,0.0009973252741
354.51,0.0009928815824
354.52,0.00098881853915
354.53,0.00098622164005
354.54,0.00098582085695
354.55,0.00098794243305
354.56,0.00099255559475
354.57,0.0009994099434
354.58,0.0010082103591
354.59,0.00101874390145
354.6,0.0010309813436
354.61,0.0010450729624
354.62,0.001061271174
354.63,0.0010798079102
354.64,0.00110075656765
354.65,0.0011239201173
354.66,0.00114879862265
354.67,0.00117461783445
354.68,0.0012004364679
354.69,0.0012253105751
354.7,0.00124844781655
354.71,0.00126936566005
354.72,0.00128795826755
354.73,0.00130450981065
354.74,0.0013196247727
354.75,0.0013340983177
354.76,0.0013487573651
354.77,0.00136429212855
354.78,0.00138113932955
354.79,0.00139939697825
354.8,0.00141881522745
354.81,0.00143885141
354.82,0.00145876299175
354.83,0.0014777491328
354.84,0.00149504568485
354.85,0.00151020577165
354.86,0.00152255053135
354.87,0.00153354079535
354.88,0.0015379401962
354.89,0.00151987462695
354.9,0.0015305153389
354.91,0.00153766626005
354.92,0.00154413775445
354.93,0.00154877087595
354.94,0.00155280644085
354.95,0.0015564518616
354.96,0.00155987659475
354.97,0.001562798809
354.98,0.0015655875589
354.99,0.00156688014425
355,0.0015662919354
355.01,0.00156444424165
355.02,0.0015626321097
355.03,0.00156010575585
355.04,0.0015569240104
355.05,0.0015534173802
355.06,0.0015490632924
355.07,0.00154403814375
355.08,0.0015388280307
355.09,0.0015323158097
355.1,0.0015260662134
355.11,0.00151965496155
355.12,0.0015135862005
355.13,0.0015074315881
355.14,0.0015004670436
355.15,0.0014930120583
355.16,0.00148473079915
355.17,0.0014777052858
355.18,0.00146978061305
355.19,0.0014612891842
355.2,0.0014525400668
355.21,0.0014431947916
355.22,0.0014333389544
355.23,0.0014223873726
355.24,0.00141154751995
355.25,0.00139999577225
355.26,0.00138852937825
355.27,0.00137737612715
355.28,0.00136676367365
355.29,0.00135597529415
355.3,0.0013435419124
355.31,0.00133326174115
355.32,0.0013220455037
355.33,0.00131135852375
355.34,0.00130016215195
355.35,0.00128866259025
355.36,0.0012761639222
355.37,0.00126397202175
355.38,0.00125281355205
355.39,0.0012413541386
355.4,0.0012310045519
355.41,0.0012206415421
355.42,0.0012092051685
355.43,0.00120042547925
355.44,0.0011945168001
355.45,0.00118811160075
355.46,0.0011845037862
355.47,0.00118038226235
355.48,0.00117438509565
355.49,0.0011662861916
355.5,0.00115901951975
355.51,0.0011505221729
355.52,0.0011407934113
355.53,0.0011299827855
355.54,0.0011189354935
355.55,0.0011079518469
355.56,0.00109677539455
355.57,0.00108541006385
355.58,0.00107529722405
355.59,0.00106643437345
355.6,0.00105794486795
355.61,0.0010503997811
355.62,0.0010442117051
355.63,0.00103808521665
355.64,0.0010316525793
355.65,0.00102466093305
355.66,0.0010175828571
355.67,0.0010107491811
355.68,0.0010038499498
355.69,0.0009972605258
355.7,0.00099170996635
355.71,0.0009860943627
355.72,0.0009808232001
355.73,0.000975787547
355.74,0.0009721161274
355.75,0.00096907980335
355.76,0.00096635286965
355.77,0.0009642844076
355.78,0.0009634237152
355.79,0.0009620663143
355.8,0.0009606336472
355.81,0.0009587957316
355.82,0.00095642362235
355.83,0.0009530845926
355.84,0.0009480889398
355.85,0.00094290604955
355.86,0.00093778845905
355.87,0.0009322735152
355.88,0.00092657234265
355.89,0.0009206736434
355.9,0.00091531646805
355.91,0.00091009644235
355.92,0.00090500238935
355.93,0.0009005047228
355.94,0.0008963726138
355.95,0.00089242889895
355.96,0.0008878418168
355.97,0.0008837490625
355.98,0.0008796488838
355.99,0.00087443236855
356,0.0008687738056
356.01,0.0008625981843
356.02,0.0008557466467
356.03,0.00084888966185
356.04,0.0008419580295
356.05,0.0008366044453
356.06,0.0008308144086
356.07,0.0008253512069
356.08,0.00082025945385
356.09,0.0008156652432
356.1,0.00081031231805
356.11,0.0008048032115
356.12,0.0007994622165
356.13,0.0007944472495
356.14,0.00078914123795
356.15,0.000784267617
356.16,0.0007803799752
356.17,0.0007768711123
356.18,0.0007730637401
356.19,0.00076927964985
356.2,0.00076549102695
356.21,0.0007613105652
356.22,0.0007570348371
356.23,0.0007532248287
356.24,0.0007497399875
356.25,0.0007462668478
356.26,0.0007430701056
356.27,0.00073961182815
356.28,0.000735847886
356.29,0.0007325570745
356.3,0.0007300924965
356.31,0.0007279206981
356.32,0.00072644556935
356.33,0.0007261660111
356.34,0.0007272382182
356.35,0.00072872711975
356.36,0.00073068500935
356.37,0.00073346431735
356.38,0.0007363772511
356.39,0.00073906029745
356.4,0.00074179175035
356.41,0.00074500221155
356.42,0.00074854765845
356.43,0.0007526636947
356.44,0.00075747100715
356.45,0.00076376679075
356.46,0.0007707866282
356.47,0.00077955558435
356.48,0.00079025731895
356.49,0.0008028093028
356.5,0.000817720726
356.51,0.00083488318155
356.52,0.0008541195195
356.53,0.0008748659024
356.54,0.00089708633805
356.55,0.00091959087805
356.56,0.00094279255845
356.57,0.00096624411295
356.58,0.0009897156138
356.59,0.001012769398
356.6,0.001036052424
356.61,0.0010577509862
356.62,0.0010775821504
356.63,0.0010953600376
356.64,0.0011117416803
356.65,0.0011258867225
356.66,0.00113849005845
356.67,0.00114988110555
356.68,0.0011591947598
356.69,0.00116588445355
356.7,0.00117114633565
356.71,0.0011742011131
356.72,0.00117685690975
356.73,0.00117806800155
356.74,0.0011781821248
356.75,0.00117719071185
356.76,0.00117534273565
356.77,0.0011727698717
356.78,0.00117018683955
356.79,0.00116715841065
356.8,0.0011639056761
356.81,0.00116085299685
356.82,0.00115716890735
356.83,0.0011528422172
356.84,0.00114740802715
356.85,0.00114201748235
356.86,0.00113592412125
356.87,0.00112886176835
356.88,0.0011231152693
356.89,0.0011175975413
356.9,0.0011121160207
356.91,0.0011063303149
356.92,0.00110022268335
356.93,0.0010937822988
356.94,0.0010862332173
356.95,0.0010773653633
356.96,0.00106835613635
356.97,0.00105948451635
356.98,0.0010511910984
356.99,0.00104351971605
357,0.0010365605381
357.01,0.0010295841038
357.02,0.00102170392365
357.03,0.00101253164235
357.04,0.00100320159255
357.05,0.00099388811315
357.06,0.00098607662215
357.07,0.00097801340095
357.08,0.00097083925165
357.09,0.0009638853461
357.1,0.00095670644895
357.11,0.0009487006996
357.12,0.00094039705965
357.13,0.00093343899805
357.14,0.0009268509863
357.15,0.0009197285119
357.16,0.0009124557203
357.17,0.00090613568635
357.18,0.0008998897888
357.19,0.00089376260095
357.2,0.0008880937084
357.21,0.00088326893785
357.22,0.0008782823907
357.23,0.0008732529515
357.24,0.00086871740975
357.25,0.0008652006517
357.26,0.00086242821665
357.27,0.0008604500848
357.28,0.0008586007905
357.29,0.00085749561745
357.3,0.0008570726553
357.31,0.0008574179168
357.32,0.0008584147232
357.33,0.00086054215005
357.34,0.0008634551645
357.35,0.00086618773375
357.36,0.000868360514
357.37,0.00086977460665
357.38,0.00087136915795
357.39,0.0008725027105
357.4,0.00087349221355
357.41,0.00087525661145
357.42,0.00087699311405
357.43,0.0008781624705
357.44,0.000879274382
357.45,0.00088006482505
357.46,0.00088018939895
357.47,0.0008790260681
357.48,0.00087765708675
357.49,0.00087583445035
357.5,0.0008728554771
357.51,0.00086954439645
357.52,0.0008660889166
357.53,0.000861951589
357.54,0.0008568438977
357.55,0.0008516612092
357.56,0.0008465554816
357.57,0.00084082918445
357.58,0.00083481399475
357.59,0.00082878296095
357.6,0.000822536364
357.61,0.00081635760885
357.62,0.000809787109
357.63,0.00080272267135
357.64,0.0007962377673
357.65,0.00078999073995
357.66,0.0007837219774
357.67,0.00077778938415
357.68,0.0007729886622
357.69,0.0007683138726
357.7,0.0007629607188
357.71,0.00075732190045
357.72,0.0007513847611
357.73,0.00074478477885
357.74,0.0007375947989
357.75,0.00073112178465
357.76,0.00072576303565
357.77,0.0007208010482
357.78,0.00071614090565
357.79,0.00071099878235
357.8,0.00070607336545
357.81,0.0007016236078
357.82,0.0006967713858
357.83,0.00069215538615
357.84,0.0006878899742
357.85,0.0006835305333
357.86,0.0006781282601
357.87,0.000671977333
357.88,0.0006663075931
357.89,0.00066107528755
357.9,0.0006558774678
357.91,0.00065119688125
357.92,0.00064719647465
357.93,0.0006434737164
357.94,0.00063911964205
357.95,0.0006349524958
357.96,0.00063083546425
357.97,0.000626475445
357.98,0.0006231595358
357.99,0.00061998744745
358,0.00061704464125
358.01,0.00061416281735
358.02,0.0006108969825
358.03,0.0006065277231
358.04,0.0006012965339
358.05,0.00059596044815
358.06,0.0005904236346
358.07,0.00058517188035
358.08,0.0005807524659
358.09,0.00057744827165
358.1,0.0005744989153
358.11,0.0005712989182
358.12,0.00056849229325
358.13,0.0005654818739
358.14,0.0005626384632
358.15,0.00056006473845
358.16,0.0005570681457
358.17,0.00055379187365
358.18,0.00055007531585
358.19,0.0005461882793
358.2,0.00054233588995
358.21,0.0005380879092
358.22,0.0005345240089
358.23,0.00053126627095
358.24,0.00052829551565
358.25,0.0005263278479
358.26,0.0005247224021
358.27,0.0005227782315
358.28,0.00052056838305
358.29,0.0005180251629
358.3,0.00051572423105
358.31,0.00051374514425
358.32,0.0005123913614
358.33,0.00051088395265
358.34,0.0005089558817
358.35,0.00050745417575
358.36,0.000505279378
358.37,0.00050248760185
358.38,0.0004996894235
358.39,0.00049692651105
358.4,0.00049421380745
358.41,0.00049222823775
358.42,0.00049091029915
358.43,0.00048985447415
358.44,0.0004890524641
358.45,0.0004888172505
358.46,0.0004882957671
358.47,0.00048671188165
358.48,0.00048475501425
358.49,0.0004827419662
358.5,0.0004804045176
358.51,0.0004775614297
358.52,0.00047573721965
358.53,0.0004751870205
358.54,0.000475006925
358.55,0.00047491679655
358.56,0.0004756788063
358.57,0.00047710096895
358.58,0.00047806622165
358.59,0.0004785497895
358.6,0.0004787461057
358.61,0.000478525176
358.62,0.0004786587076
358.63,0.0004788096704
358.64,0.0004791558734
358.65,0.00047995212685
358.66,0.0004814548281
358.67,0.00048318860035
358.68,0.0004849396155
358.69,0.00048754822955
358.7,0.0004907940508
358.71,0.00049311956925
358.72,0.00049505028985
358.73,0.00049736828975
358.74,0.0005009134273
358.75,0.00050446924415
358.76,0.0005074454198
358.77,0.00051006621955
358.78,0.00051168032715
358.79,0.0005130929134
358.8,0.000515207899
358.81,0.00051837506465
358.82,0.000523375546
358.83,0.0005285285369
358.84,0.00053369477605
358.85,0.00053898331605
358.86,0.0005444663027
358.87,0.00055057280445
358.88,0.0005564266883
358.89,0.00056201867375
358.9,0.0005666685405
358.91,0.00057091057635
358.92,0.00057522592815
358.93,0.0005794498872
358.94,0.00058422723305
358.95,0.0005896250005
358.96,0.00059527129705
358.97,0.00060056634685
358.98,0.0006066598021
358.99,0.00061401879475
359,0.00062302873455
359.01,0.00063316556915
359.02,0.00064359394595
359.03,0.000654492871
359.04,0.00066435049705
359.05,0.00067455337115
359.06,0.0006858626557
359.07,0.0006977575667
359.08,0.00071059996295
359.09,0.0007241518736
359.1,0.000739239438
359.11,0.0007561083204
359.12,0.00077470642895
359.13,0.0007948698216
359.14,0.00081753391895
359.15,0.00084120963115
359.16,0.00086639446025
359.17,0.00089312447915
359.18,0.00092158629315
359.19,0.00095130595115
359.2,0.0009826534492
359.21,0.00101624072195
359.22,0.00105054481245
359.23,0.0010849618157
359.24,0.001121556495
359.25,0.00115918288345
359.26,0.00119613328835
359.27,0.0012319485805
359.28,0.0012667091102
359.29,0.00130083142395
359.3,0.0013339768373
359.31,0.00136560818415
359.32,0.0013964734459
359.33,0.00142479999325
359.34,0.0014510953754
359.35,0.0014737654042
359.36,0.0014947901214
359.37,0.0015135012772
359.38,0.0015297086886
359.39,0.0015438436702
359.4,0.00155591605395
359.41,0.0015665252929
359.42,0.00157510366255
359.43,0.0015819896725
359.44,0.00158821679385
359.45,0.0015929065264
359.46,0.00159623256345
359.47,0.00159867683195
359.48,0.0016002798971
359.49,0.00160096664065
359.5,0.0016005896506
359.51,0.00159942709985
359.52,0.00159707614745
359.53,0.0015926550652
359.54,0.00158783987105
359.55,0.00158288252385
359.56,0.001576706647
359.57,0.0015684457108
359.58,0.00156017873555
359.59,0.00155281903005
359.6,0.0015452534723
359.61,0.00153798739225
359.62,0.00153181669365
359.63,0.00152463390945
359.64,0.00151595492035
359.65,0.0015058274335
359.66,0.0014954094132
359.67,0.0014850999075
359.68,0.00147508967775
359.69,0.00146550886615
359.7,0.0014553765104
359.71,0.0014443789565
359.72,0.00143201312065
359.73,0.0014192093259
359.74,0.0014067665426
359.75,0.00139424923285
359.76,0.00138189384765
359.77,0.0013695993506
359.78,0.00135738033495
359.79,0.00134543894075
359.8,0.0013340128564
359.81,0.0013227609092
359.82,0.00131106273135
359.83,0.00129945460125
359.84,0.0012885459384
359.85,0.00127848373785
359.86,0.0012679556562
359.87,0.0012576055853
359.88,0.0012489149216
359.89,0.00124001178825
359.9,0.0012305496191
359.91,0.0012213750513
359.92,0.00121276518175
359.93,0.0012038219674
359.94,0.0011955016898
359.95,0.00118827253
359.96,0.00118134627765
359.97,0.0011746626902
359.98,0.0011689505559
359.99,0.001164255403
360,0.0011594367253
360.01,0.0011553013614
360.02,0.00115175856415
360.03,0.00114839235195
360.04,0.00114593960995
360.05,0.0011449942498
360.06,0.00114450734635
360.07,0.00114271268595
360.08,0.00114174659935
360.09,0.00114046314655
360.1,0.00113904180435
360.11,0.0011375808788
360.12,0.00113538908025
360.13,0.0011317528324
360.14,0.00112734848195
360.15,0.00112299498595
360.16,0.0011179285996
360.17,0.00111273247455
360.18,0.0011067771777
360.19,0.00110019217875
360.2,0.0010927652098
360.21,0.00108505683995
360.22,0.0010777241017
360.23,0.00107057853365
360.24,0.0010642995222
360.25,0.0010580350502
360.26,0.0010518578687
360.27,0.0010445599794
360.28,0.00103613717245
360.29,0.00102744564795
360.3,0.0010184275171
360.31,0.00100993657245
360.32,0.00100082745235
360.33,0.00099157939375
360.34,0.00098289292645
360.35,0.0009742109111
360.36,0.0009644562448
360.37,0.0009549455615
360.38,0.00094669211695
360.39,0.00093883220595
360.4,0.00093189803155
360.41,0.0009260203681
360.42,0.0009192532965
360.43,0.0009107740937
360.44,0.00090252570635
360.45,0.0008946318072
360.46,0.00088664461885
360.47,0.0008788439551
360.48,0.0008707636255
360.49,0.00086112058075
360.5,0.00085141183275
360.51,0.00084251941905
360.52,0.0008336684717
360.53,0.0008247078934
360.54,0.0008164317049
360.55,0.0008073903997
360.56,0.0007974170902
360.57,0.00078852520105
360.58,0.00078094365125
360.59,0.0007744635892
360.6,0.0007687350459
360.61,0.0007634610857
360.62,0.0007571670237
360.63,0.00074982602715
360.64,0.00074194233655
360.65,0.0007341649951
360.66,0.0007267434734
360.67,0.0007200151916
360.68,0.0007133615573
360.69,0.00070598569835
360.7,0.0006988774406
360.71,0.000691801288
360.72,0.0006846107835
360.73,0.00067837949265
360.74,0.0006727023418
360.75,0.0006676595333
360.76,0.0006626391056
360.77,0.00065864379655
360.78,0.00065749349875
360.79,0.00065730708175
360.8,0.0006574255628
360.81,0.0006570347058
360.82,0.0006554350704
360.83,0.0006523255918
360.84,0.0006477351606
360.85,0.0006436355737
360.86,0.000640126657
360.87,0.000636770613
360.88,0.00063402951645
360.89,0.00063156741325
360.9,0.00062902073645
360.91,0.0006262435939
360.92,0.00062333109055
360.93,0.00062042949515
360.94,0.00061683700015
360.95,0.000613142998
360.96,0.0006097203765
360.97,0.00060627939575
360.98,0.0006022590697
360.99,0.0005974620465
361,0.00059271566255
361.01,0.00058822018835
361.02,0.00058295865595
361.03,0.0005775332622
361.04,0.00057225194485
361.05,0.00056715122065
361.06,0.00056200702605
361.07,0.0005567476322
361.08,0.00055203151075
361.09,0.0005483017854
361.1,0.00054431465395
361.11,0.00054027935805
361.12,0.00053526086715
361.13,0.00052992568255
361.14,0.0005246651051
361.15,0.0005196527205
361.16,0.0005148355223
361.17,0.00051089576175
361.18,0.000507095666
361.19,0.0005033650395
361.2,0.00049908964765
361.21,0.00049463358195
361.22,0.00049036280345
361.23,0.00048609662485
361.24,0.00048157893125
361.25,0.00047754008455
361.26,0.00047345790195
361.27,0.00046949921725
361.28,0.0004651564409
361.29,0.00046063195505
361.3,0.00045617314555
361.31,0.00045161585515
361.32,0.0004467494434
361.33,0.0004419941421
361.34,0.0004374403487
361.35,0.00043296694595
361.36,0.0004284912298
361.37,0.00042427526005
361.38,0.0004203653585
361.39,0.00041699964395
361.4,0.00041411593705
361.41,0.0004113187271
361.42,0.00040839115975
361.43,0.0004052435773
361.44,0.00040226030005
361.45,0.00039906958345
361.46,0.0003956553413
361.47,0.0003928146744
361.48,0.00038976963475
361.49,0.00038701015205
361.5,0.00038420440135
361.51,0.0003811803975
361.52,0.0003784640893
361.53,0.00037583037755
361.54,0.0003731348227
361.55,0.00037026993235
361.56,0.00036719563895
361.57,0.0003649446873
361.58,0.00036217908485
361.59,0.000358900607
361.6,0.00035533499855
361.61,0.0003520379059
361.62,0.0003487834901
361.63,0.00034547394275
361.64,0.0003425690521
361.65,0.00034026411215
361.66,0.00033817704875
361.67,0.0003360927157
361.68,0.0003340746777
361.69,0.0003318417356
361.7,0.0003293656175
361.71,0.0003269280471
361.72,0.00032479002165
361.73,0.0003231407692
361.74,0.00032150822165
361.75,0.00031955175775
361.76,0.00031706001075
361.77,0.0003139194761
361.78,0.0003111389038
361.79,0.0003089999503
361.8,0.00030696511325
361.81,0.00030531611635
361.82,0.00030414663885
361.83,0.00030348804615
361.84,0.00030257659345
361.85,0.00030112856645
361.86,0.00030017689825
361.87,0.0002993131527
361.88,0.00029834842455
361.89,0.0002975462262
361.9,0.00029688420375
361.91,0.00029659645445
361.92,0.0002955341331
361.93,0.00029369593774
361.94,0.00029204815403
361.95,0.00029133108073
361.96,0.0002906155219
361.97,0.00028883186898
361.98,0.000287440155785
361.99,0.00028692924274
362,0.00028668126509
362.01,0.00028645096343
362.02,0.000286044521915
362.03,0.000285291728105
362.04,0.00028399794167
362.05,0.00028248288794
362.06,0.000281273790775
362.07,0.00027995629199
362.08,0.000278540277335
362.09,0.00027696874571
362.1,0.00027465110627
362.11,0.00027217371311
362.12,0.00027038279719
362.13,0.00026902161684
362.14,0.000267545838455
362.15,0.00026579269686
362.16,0.0002644360922
362.17,0.00026315940744
362.18,0.000261993301855
362.19,0.000260751232015
362.2,0.000259244571085
362.21,0.000258230879555
362.22,0.00025747478108
